Date	Wtag	Info	Daytext	Textcontent	Dayfont	Daycontent	Dt
20.07.2020	Segunda		1 Tim. 3:10.	Sirvam como ministros, se estiverem livres de acusação.	João 7:24. w18.08 12 §§ 16-17	Um irmão jovem deve ser avaliado, não por opiniões pessoais ou por costumes locais, mas sim pelos padrões que a Bíblia estabelece. (2 Tim. 3:16, 17) Se os anciãos não seguirem os padrões da Bíblia, eles podem acabar não recomendando um irmão que se qualifica para ser servo ministerial ou ancião. Veja o que aconteceu com um servo ministerial em certo país. Ele cuidava bem de muitas responsabilidades na congregação, e os anciãos concordavam que ele cumpria os requisitos da Bíblia para ser um ancião. Mas alguns anciãos mais velhos diziam que ele parecia ser jovem demais para ser recomendado. Infelizmente, o servo ministerial não foi recomendado só por causa da aparência jovem dele. Esse pensamento ainda existe em muitas congregações no mundo. Isso mostra como é importante confiar na Bíblia, e não em nossas opiniões. Só assim vamos conseguir obedecer a Jesus e parar de julgar outros pela aparência.	.
21.07.2020	Terça		Pro. 18:13.	Responder antes de ouvir os fatos é tolice e resulta em humilhação. 	w18.08 4 § 8	É perigoso encaminhar e-mails ou mensagens sem pensar bem. Em alguns países, nossa obra está restrita ou totalmente proibida. Alguns opositores nesses países tentam pôr medo nos irmãos ou causar desconfiança entre eles. Então, fazem notícias falsas circular de propósito. Veja o que aconteceu na antiga União Soviética. A polícia secreta, conhecida como KGB, começou a espalhar que vários irmãos bem conhecidos tinham se tornado traidores. Muitos acreditaram nesses boatos e saíram da organização de Jeová. Que triste! Muitos retornaram à verdade; outros perderam a fé e nunca voltaram. (1 Tim. 1:19) O que podemos fazer para que isso não aconteça hoje? Não compartilhe nenhuma notícia negativa ou que não possa ser confirmada. Não seja ingênuo. Procure todos os fatos.	.
22.07.2020	Quarta		Luc. 23:43.	Em verdade, eu lhe digo hoje: Você estará comigo no Paraíso. 	w18.12 6 §§ 17-18, 20-21	Manuscritos gregos antigos divergem na colocação dos dois pontos. Então, fica a dúvida. Será que Jesus queria dizer: “Eu lhe digo: Hoje você estará comigo no Paraíso”? Ou queria dizer: “Eu lhe digo hoje: Você estará comigo no Paraíso”? Lembre-se do que Jesus tinha dito antes para seus discípulos: “O Filho do Homem estará três dias e três noites no coração da terra.” (Mat. 12:40; 16:21; 17:22, 23; Mar. 10:34; Atos 10:39, 40) Isso mostra que Jesus e o criminoso não foram para o Paraíso no dia em que eles morreram. Jesus ficou “na Sepultura” e no terceiro dia Jeová o ressuscitou. (Atos 2:31, 32) O Paraíso que Jesus falou para o criminoso não era no céu. Como sabemos isso? Primeiro, o criminoso nem mesmo sabia que Jesus tinha feito um pacto com os apóstolos fiéis e dado a eles a chance de serem reis no céu. (Luc. 22:29) Além disso, o criminoso não tinha sido batizado com espírito santo. (João 3:3-6, 12) Então, Jesus estava falando de um paraíso na Terra que teria cumprimento mais tarde.	.
23.07.2020	Quinta		Êxo. 32:1.	Faça para nós um deus que vá à nossa frente, pois não sabemos o que aconteceu com esse Moisés.	Êxo. 32:26-29. w18.07 20 §§ 13-16	Não demorou muito e os israelitas começaram a adorar um bezerro de ouro. O pior é que, apesar dessa desobediência grave, os israelitas ainda achavam que estavam do lado de Deus. Tanto é que Arão chamou a adoração do bezerro de “festividade para Jeová”. Como Jeová reagiu? Ele se sentiu traído. Ele disse a Moisés que o povo tinha ‘se corrompido’ e ‘se desviado depressa do caminho que ordenou que seguissem’. Sentindo uma “ira ardente”, Jeová até pensou em exterminar a nação inteira. (Êxo. 32:5-10) Mas Jeová decidiu não acabar com os israelitas. Embora Arão tenha feito o bezerro de ouro, ele se arrependeu. Junto com os levitas, ele ficou do lado de Jeová. Milhares de pessoas morreram por causa do bezerro de ouro, mas Jeová prometeu uma bênção para os que ficaram do seu lado.	.
24.07.2020	Sexta		Luc. 20:46, 47.	Cuidado com os escribas, que . . . gostam muito dos cumprimentos nas praças públicas, . . . e dos lugares mais destacados nos banquetes.	 Ecl. 12:13, 14. w18.07 8 §§ 3-4	Qual é o reconhecimento mais importante que alguém pode receber? Não é ter um diploma de curso superior, conseguir sucesso nos negócios ou ser um artista famoso. O apóstolo Paulo explicou qual é o reconhecimento que temos que buscar: “Agora que vocês conhecem a Deus, ou melhor, são conhecidos por Deus, como é que voltam novamente às coisas elementares, fracas e mesquinhas, e querem novamente ser escravos delas?” (Gál. 4:9) Já pensou que privilégio? Nós podemos ser “conhecidos por Deus”, a pessoa mais importante de todo o Universo! Ele quer que nós sejamos amigos dele. E esse é o verdadeiro objetivo da nossa vida: sermos amigos de Jeová.	.
25.07.2020	Sabado		Sal. 119:99.	Medito nas tuas advertências.	w18.06 17 §§ 5-6	As leis de Deus podem nos ajudar muito. Mas, temos que amar essas leis e ter respeito por elas. (Amós 5:15) Como podemos conseguir isso? O segredo é aprender a ver as coisas do jeito que Jeová vê. Para ilustrar: imagine que você está tendo problemas para dormir. Você vai ao médico e ele recomenda dieta, exercícios e mudança de alguns hábitos. Você faz tudo o que ele disse e então volta a ter boas noites de sono. Sem dúvida, você ia querer muito agradecer àquele médico que o ajudou a se sentir melhor. Do mesmo modo, nosso Criador nos deu algumas leis que podem melhorar nossa vida e nos proteger dos efeitos ruins do pecado. Por exemplo, ele nos deu leis que mostram o que ele pensa da mentira, da desonestidade, do roubo, da imoralidade sexual, da violência e do ocultismo. (Pro. 6:16-19; Apo. 21:8) Quando obedecemos a essas leis, nossa vida fica muito melhor. Isso, por sua vez, nos faz ter muita gratidão e amor por Jeová e por suas leis.	.
26.07.2020	Domingo		João 18:33.	Você é o Rei dos judeus? 	 w18.06 4-5 §§ 6-7	Pilatos talvez tivesse medo de Jesus causar uma revolta política — um medo que ele enfrentou durante todo o seu governo. Mas Jesus respondeu: “Meu Reino não faz parte deste mundo.” (João 18:36) O Reino de Jesus seria estabelecido no céu. Por isso, ele não queria se envolver com política. Jesus disse a Pilatos que veio ao mundo “para dar testemunho da verdade”. (João 18:37) Jesus sabia bem qual era o trabalho dele na Terra. Se nós também soubermos qual é o nosso, não vamos querer defender, mesmo em pensamento, nenhum partido que lute por independência. Ser neutro nem sempre é fácil. Um superintendente viajante disse: “As pessoas em nossa região estão ficando mais radicais. Elas se orgulham cada vez mais de seu povo, e acreditam que terão uma vida melhor se a região conseguir independência política. Mas ainda bem que os irmãos continuam unidos. Eles estão se concentrando em pregar as boas novas do Reino. Eles sabem que só Deus pode acabar com a injustiça e com os outros problemas.” 	.
27.07.2020	Segunda		Tia. 4:7.	Oponham-se ao Diabo, e ele fugirá de vocês.	 w18.05 22-23 §§ 2-4	Apenas três livros das Escrituras Hebraicas mencionam o título “Satanás”: 1 Crônicas, Jó e Zacarias. Jeová só decidiu dar mais informações sobre esse inimigo depois que o Messias veio. Por quê? O objetivo principal das Escrituras Hebraicas era ajudar as pessoas a identificar e seguir o Messias. (Luc. 24:44; Gál. 3:24) Então, é provável que Jeová tenha decidido não ocupar espaço das Escrituras Hebraicas falando de Satanás e do que ele faz, e sim dar destaque para o Messias. Depois que o Messias veio, Jeová deixou que Jesus e seus discípulos nos dessem a maioria das informações que temos sobre Satanás e os anjos maus. Isso faz sentido, porque Jeová vai usar Jesus e os ungidos para destruir Satanás e seus seguidores. (Rom. 16:20; Apo. 17:14; 20:10) O poder de Satanás tem limites. Nós temos Jeová, Jesus e os anjos fiéis para nos proteger. Com eles do nosso lado, podemos enfrentar os ataques de nosso inimigo.	.
28.07.2020	Terça		João 15:2.	Ele tira todo ramo em mim que não dá fruto.	Mat. 24:14. w18.05 14 §§ 8-9	Jeová só considera como servos dele aqueles que dão fruto. (Mat. 13:23; 21:43) Mas será que o fruto que cada cristão deve dar é fazer um novo discípulo? (Mat. 28:19) Não. Como sabemos? Pense naqueles irmãos e irmãs fiéis que já pregam por anos em territórios onde a maioria das pessoas não escuta. Muitos desses irmãos nunca tiveram o privilégio de ajudar alguém a se tornar discípulo. Será que isso quer dizer que eles são ramos mortos, que não dão fruto? Lógico que não. Não podemos obrigar as pessoas de nosso território a se tornar discípulos. E, acima de tudo, Jeová é amoroso. Ele jamais iria desqualificar um servo fiel que não consegue fazer algo que está além do seu alcance. Jeová só pede de nós o que ele sabe que podemos fazer. (Deut. 30:11-14) Então, o que é o fruto que devemos dar? Fica claro que esse fruto é uma coisa que todos nós temos a capacidade de fazer. Em qual trabalho conseguimos ‘dar fruto’? É na pregação das boas novas do Reino de Deus.	.
29.07.2020	Quarta		João 8:44.	Vocês são filhos do seu pai, o Diabo, ... um mentiroso e o pai da mentira.	1 Tes. 5:1-4. w18.10 7-8 §§ 6-8	Hoje também existem muitos líderes religiosos com vários títulos diferentes. Mas, assim como aqueles fariseus do primeiro século, eles “suprimem a verdade” que está na Palavra de Deus e ‘trocam a verdade de Deus pela mentira’. (Rom. 1:18, 25) Eles promovem ensinos falsos, como o inferno de fogo, a alma imortal, a reencarnação e até acreditam que Deus aprova o estilo de vida homossexual e o casamento gay. Políticos também mentem para enganar a humanidade. Ainda vamos ouvir esses líderes contando a maior mentira de todas quando disserem que conseguiram “paz e segurança”. Mas “então virá instantaneamente sobre eles a repentina destruição”. Os políticos vão fazer de tudo para que as pessoas acreditem que este sistema não está tão ruim assim. Por isso, temos que ficar atentos para não acreditar neles. Os cristãos “sabem muito bem que o dia de Jeová vem exatamente como um ladrão à noite”.	.
30.07.2020	Quinta		Atos 20:35.	Vocês devem ajudar os fracos e ter em mente as palavras do Senhor Jesus, que disse: ‘Há mais felicidade em dar do que em receber.’ 	w18.04 21-22 §§ 6-8	Vivemos numa época difícil e podemos facilmente ficar tristes e desanimados. Por isso, Jesus usa “príncipes” para nos encorajar, tanto dos ungidos como das outras ovelhas. Esses príncipes, ou anciãos, não são ‘donos da nossa fé’, mas são ‘colaboradores para nossa alegria’. Eles querem que a gente seja feliz e forte espiritualmente. (Isa. 32:1, 2; 2 Cor. 1:24) Os anciãos podem imitar o exemplo do apóstolo Paulo. Ele sempre tentava encorajar os outros. Quando os irmãos em Tessalônica estavam sendo perseguidos, ele escreveu: “Tendo terno amor por vocês, estávamos decididos não só a lhes transmitir as boas novas de Deus, mas também a lhes dar tudo de nós, porque vocês vieram a ser muito amados por nós.” Às vezes, os irmãos precisam de mais do que palavras de encorajamento. Por isso, Paulo disse aos anciãos em Éfeso as palavras do texto de hoje.	.
31.07.2020	Sexta		2 Cor. 3:17.	Jeová é o Espírito, e onde está o espírito de Jeová, ali há liberdade. 	Gên. 39:20-23. w18.04 9 §§ 3-5	Se queremos ter essa liberdade, devemos ‘voltar para Jeová’, ou seja, ter uma amizade íntima com ele. (2 Cor. 3:16) Infelizmente, aqueles israelitas no deserto não conseguiam enxergar o lado espiritual de sua libertação do Egito. Eles pensavam apenas nas vantagens em sentido físico. É como se existisse um véu em cima da mente e do coração deles. (Heb. 3:8-10) A liberdade que o espírito de Jeová dá é muito maior do que libertar alguém do trabalho escravo. É uma liberdade que nenhum humano pode dar. O espírito de Jeová nos liberta do pecado e da morte. Ele também nos liberta da adoração falsa e de seus costumes. (Rom. 6:23; 8:2) Que liberdade poderia ser melhor do que essa? Mesmo alguém que esteja preso ou trabalhando como escravo pode sentir essa liberdade. 	.
01.08.2020	Sabado						.
02.08.2020	Domingo						.
03.08.2020	Segunda						.
04.08.2020	Terça						.
05.08.2020	Quarta						.
06.08.2020	Quinta						.
07.08.2020	Sexta						.
08.08.2020	Sabado						.
09.08.2020	Domingo						.
10.08.2020	Segunda						.
11.08.2020	Terça						.
12.08.2020	Quarta						.
13.08.2020	Quinta						.
14.08.2020	Sexta						.
15.08.2020	Sabado						.
16.08.2020	Domingo						.
17.08.2020	Segunda						.
18.08.2020	Terça						.
19.08.2020	Quarta						.
20.08.2020	Quinta						.
21.08.2020	Sexta						.
22.08.2020	Sabado						.
23.08.2020	Domingo						.
24.08.2020	Segunda						.
25.08.2020	Terça						.
26.08.2020	Quarta						.
27.08.2020	Quinta						.
28.08.2020	Sexta						.
29.08.2020	Sabado						.
30.08.2020	Domingo						.
31.08.2020	Segunda						.
01.09.2020	Terça						.
02.09.2020	Quarta						.
03.09.2020	Quinta						.
04.09.2020	Sexta						.
05.09.2020	Sabado						.
06.09.2020	Domingo						.
07.09.2020	Segunda						.
08.09.2020	Terça						.
09.09.2020	Quarta						.
10.09.2020	Quinta						.
11.09.2020	Sexta						.
12.09.2020	Sabado						.
13.09.2020	Domingo						.
14.09.2020	Segunda						.
15.09.2020	Terça						.
16.09.2020	Quarta						.
17.09.2020	Quinta						.
18.09.2020	Sexta						.
19.09.2020	Sabado						.
20.09.2020	Domingo						.
21.09.2020	Segunda						.
22.09.2020	Terça						.
23.09.2020	Quarta						.
24.09.2020	Quinta						.
25.09.2020	Sexta						.
26.09.2020	Sabado						.
27.09.2020	Domingo						.
28.09.2020	Segunda						.
29.09.2020	Terça						.
30.09.2020	Quarta						.
01.10.2020	Quinta						.
02.10.2020	Sexta						.
03.10.2020	Sabado						.
04.10.2020	Domingo						.
05.10.2020	Segunda						.
06.10.2020	Terça						.
07.10.2020	Quarta						.
08.10.2020	Quinta						.
09.10.2020	Sexta						.
10.10.2020	Sabado						.
11.10.2020	Domingo						.
12.10.2020	Segunda						.
13.10.2020	Terça						.
14.10.2020	Quarta						.
15.10.2020	Quinta						.
16.10.2020	Sexta						.
17.10.2020	Sabado						.
18.10.2020	Domingo						.
19.10.2020	Segunda						.
20.10.2020	Terça						.
21.10.2020	Quarta						.
22.10.2020	Quinta						.
23.10.2020	Sexta						.
24.10.2020	Sabado						.
25.10.2020	Domingo						.
26.10.2020	Segunda						.
27.10.2020	Terça						.
28.10.2020	Quarta						.
29.10.2020	Quinta						.
30.10.2020	Sexta						.
31.10.2020	Sabado						.
01.11.2020	Domingo						.
02.11.2020	Segunda						.
03.11.2020	Terça						.
04.11.2020	Quarta						.
05.11.2020	Quinta						.
06.11.2020	Sexta						.
07.11.2020	Sabado						.
08.11.2020	Domingo						.
09.11.2020	Segunda						.
10.11.2020	Terça						.
11.11.2020	Quarta						.
12.11.2020	Quinta						.
13.11.2020	Sexta						.
14.11.2020	Sabado						.
15.11.2020	Domingo						.
16.11.2020	Segunda						.
17.11.2020	Terça						.
18.11.2020	Quarta						.
19.11.2020	Quinta						.
20.11.2020	Sexta						.
21.11.2020	Sabado						.
22.11.2020	Domingo						.
23.11.2020	Segunda						.
24.11.2020	Terça						.
25.11.2020	Quarta						.
26.11.2020	Quinta						.
27.11.2020	Sexta						.
28.11.2020	Sabado						.
29.11.2020	Domingo						.
30.11.2020	Segunda						.
01.12.2020	Terça						.
02.12.2020	Quarta						.
03.12.2020	Quinta						.
04.12.2020	Sexta						.
05.12.2020	Sabado						.
06.12.2020	Domingo						.
07.12.2020	Segunda						.
08.12.2020	Terça						.
09.12.2020	Quarta						.
10.12.2020	Quinta						.
11.12.2020	Sexta						.
12.12.2020	Sabado						.
13.12.2020	Domingo						.
14.12.2020	Segunda						.
15.12.2020	Terça						.
16.12.2020	Quarta						.
17.12.2020	Quinta						.
18.12.2020	Sexta						.
19.12.2020	Sabado						.
20.12.2020	Domingo						.
21.12.2020	Segunda						.
22.12.2020	Terça						.
23.12.2020	Quarta						.
24.12.2020	Quinta						.
25.12.2020	Sexta						.
26.12.2020	Sabado						.
27.12.2020	Domingo						.
28.12.2020	Segunda						.
29.12.2020	Terça						.
30.12.2020	Quarta						.
31.12.2020	Quinta						
